title,brand,description,price,ingredients,image_urls
"MuscleBlaze Classic American Recipe Flavour Creamy Peanut Butter, 1 kg",MuscleBlaze,"Indulge in the delectable MuscleBlaze Peanut Butter, a nutritious and flavourful spread that's perfect for fuelling your active lifestyle. Crafted with high-quality roasted peanuts and enriched with heart-healthy omega-3 and omega-6 fatty acids, this peanut butter offers a wealth of benefits. Each 100g serving provides a generous 26g of protein to support muscle growth and keep you feeling energised throughout the day. The omega fatty acids not only promote cardiovascular health but also possess anti-inflammatory properties, making this peanut butter a truly versatile addition to your diet. Boasting a smooth, creamy texture or a satisfying crunch, this trans-fat-free and hydrogenated oil-free spread is a delightful way to satisfy your cravings while nourishing your body. Enjoy the rich, earthy peanut flavour in every spoonful, whether you prefer the classic creamy or the delightful crunchy variety. Available in convenient 340g, 750g, and 1kg sizes, MuscleBlaze Peanut Butter is the perfect companion for your fitness journey, providing a nutritious and delicious boost to your meals and snacks.",415.0,"Roasted Peanuts, Sugar, Stabilizer (INS 471), Flaxseeds, Salt",https://www.bbassets.com/media/uploads/p/s/40254376_5-muscleblaze-muscleblaze-peanut-butter-with-added-omega-creamy-1-kg.jpg | https://www.bbassets.com/media/uploads/p/s/40254376-2_5-muscleblaze-muscleblaze-peanut-butter-with-added-omega-creamy-1-kg.jpg | https://www.bbassets.com/media/uploads/p/s/40254376-3_5-muscleblaze-muscleblaze-peanut-butter-with-added-omega-creamy-1-kg.jpg | https://www.bbassets.com/media/uploads/p/s/40254376-4_5-muscleblaze-muscleblaze-peanut-butter-with-added-omega-creamy-1-kg.jpg | https://www.bbassets.com/media/uploads/p/s/40254376-5_5-muscleblaze-muscleblaze-peanut-butter-with-added-omega-creamy-1-kg.jpg | https://www.bbassets.com/media/uploads/p/s/40254376-6_5-muscleblaze-muscleblaze-peanut-butter-with-added-omega-creamy-1-kg.jpg | https://www.bbassets.com/media/uploads/p/s/40254376-7_5-muscleblaze-muscleblaze-peanut-butter-with-added-omega-creamy-1-kg.jpg | https://www.bbassets.com/media/uploads/p/s/40254376-8_4-muscleblaze-muscleblaze-peanut-butter-with-added-omega-creamy-1-kg.jpg | https://www.bbassets.com/media/uploads/p/s/40254376-9_4-muscleblaze-muscleblaze-peanut-butter-with-added-omega-creamy-1-kg.jpg | https://www.bbassets.com/media/uploads/p/s/40254376-10_3-muscleblaze-muscleblaze-peanut-butter-with-added-omega-creamy-1-kg.jpg | https://www.bbassets.com/media/uploads/p/l/40254376_5-muscleblaze-muscleblaze-peanut-butter-with-added-omega-creamy-1-kg.jpg
